,Unnamed: 0,Unnamed: 0.1,text,ID,Autor,Gattung
374,374,374,um weihnachten sein es   die wind blasen kalt und die tafelrunde beginnen   da kommen an die hof die könig manche schottisch rittersmann   die könig und die königin schauen nieder von ihr schloss   da sehen sie kommen jung walter   jung walter hoch zu ross   sein läufer laufen vor er her   seine reiter folgen er dicht   und sein mantel wie von gold blitzen in+die sonnenlicht   und von gold sein die decke|decken   und die huf von silber hell   und die ross   auf die jung walter reiten   sein wie die wind so schnell   da sprechen eine tückisch höfling   die neben die königin stehen   » wer sein die schön ritter in hoch  und niederland   « » ich haben gesehn viele lord und lairds   manche schön ritter gesicht   eine schön als jung walter sah ich mein lebtag nicht   « die hören die neidisch könig   seine wange verfärben sich   » und sein ' er zweimal schön   erst nennen müssen du ich   « » du sein keine lord und du sein keine laird   du sein könig über sie all '   da sein keine ritter in schottland   die nicht sein dein vasall   « die königin sprechen es bangen und blass   die könig werd blutrot     jung walter   dass so schön du sein   die bringen du nun die tod   sie haben er flugs ergreifen   er sicher eingehegt   sie haben jung walter ergreifen und er in kette legen   » oft sein ich reiten durch stirling bei wetter und regenguss   nie sein ich reiten durch stirling mit kette an hand und fuß   oft sein ich reiten durch stirling bei regen und windeswehn   nie sein ich reiten durch stirling   um es nimmer wiederzusehn   « an+die fuß die hügel noch einmal sah er wappen und helm und schwert   an+die fuß die hügel noch einmal sah er sattel und zaum und pferd   an+die fuß die hügel noch einmal sah er sein lady schön   um die wörtlein   die die königin sprechen   müssen ' sie er sterben sehen   ,autoren_lyrik_lemma_fontane_Jung-Walter,fontane,lyrik
375,375,375,die könig schreiben eine offen brief   eine brief mit eigen hand   sir patrick schreiten an+die meer hin über die knirschend sand   ,autoren_lyrik_lemma_Fontane_Sir Patrick Spens,Fontane,lyrik
376,376,376,rauh gehen die wind   die regen triefen   schon sein ich nass und kalt   ich machen ' auf eine bauerhof in+die schutz die zaun halt   mit abgestutzten flügel schreiten eine kranich drin umher   nur sein sehnsucht tragen er mit die bruder über+die meer   mit sein bruder   die zug jetzt hoch in luft|lüften stocken   und die schrei auch er zu+die flug in fern süden locken   und sehen   er haben sich aufraffen   es gelten erneut glück   umsonst   die schwinge fehlen die kraft   und ach   er sinken zurück   und huhn und hahn und hühnchen auch umgackern er voll freud '     die sein so alt huhn   brauch bei eine kranich leid   ,autoren_lyrik_lemma_fontane_Der Kranich,fontane,lyrik
377,377,377,dreihundertmal haben ' ich denken|gedenken   heute haben du es gut machen   dreihundertmal durchfahren ich die hoffen   heute haben du in+die schwarze treffen|triefen   und dreihundertmal vernehmen ich die schrei des scheibenwärters   » es gehen vorbei   « schmerzlich sein ich es dreihundertmal   heute sein es ich egal   ,autoren_lyrik_lemma_Fontane_Dreihundertmal,Fontane,lyrik
378,378,378,» immer achselzucken   es sein zu+die lache|lachen     die bißchen deutschland zusammenschweißen   die liegen in die zeit   die wollen nicht viel heißen   und sedan   nach links und rechts zu schwenken   sein auch nichts gefährlichs ausdenken   ich sein nicht für ruhm   ich sein nicht für ehren '   es sein mit alldie nicht weit her   und es sein ' ich eine leichte   ich drin zu finden   so heißen es um weihnacht   an+die ordensfest springen um die wind von ost nach west   die glaube an gott gnad ' und güte schlagen wieder wurzel in sein gemüt   wie es blinken   wie es schillern   er strahlen   er beben   » ich haben nicht umsonst leben   « ,autoren_lyrik_lemma_fontane_2. Der Subalterne,fontane,lyrik
379,379,379,o du lieb   lindern sommerabend   sein so süß wie zart frauenhuld   wenn dein tiefgeheimer zauber labend ich in wunderholde traum lullen   sein ich singend über land ziehen wohl die ganz tag in+die sonnenschein und nun schreien ich durch die thoresbogen in die altersgrau stadt hinein   von die holzgeschnitzt giebelspitzen sich schon längst die letzt schimmer stehlen   nur die hoch kirchenkreuze blitzen golden noch in+die spät abendstrahl   kind auf die treppensteinen hocken   spiel|spielen haschen oder blindekuh   und dazwischen läuten fromm die glocke von die thürmen feierabendruh   wer sich abgemüht in tagesschwüle   ruhen in+die schoosse sein liebe|lieben aus   herzerquickend duften er die kühle   wie eine frischgepflückter blumenstrauß   rollen keine wagen mehr   es schlagen keine hammer   denn die werkeltag sein längst verrauschen   lämpchen knistern schon in still kammer   drin die nestling mutters märchen lauschen   immer still werden es auf die gasse   immer heimlich die dämmrung winken   bis die giebeldach die silberblassen   mondgewebten flimmerstrahlen trinken   wo in marktumpflanzten lindenbäumen funkenwürmchen hin und wieder fliegen   wandeln liebende in süß traum   hand in hand und arm in arm schmiegen   mit die alt   halbverwaschnen runnen und die steingehaunen reckenbild stehen an+die rathhauseck die rolandsbrunnen   die aus hundert röhre|röhren tönend quellen   auf bemoostem rand sitzen ich nieder   und ich schauen in die fluthenpracht   und ich lauschen auf die wiegenlied   bis mein herz zu+die gut ruhen bringen   und da hören ich   wie auf leise sohle blonde engel durch die gasse gehen   und ich blinzeln ab und zu verstohlen   um die blond engel auch zu sehen   o du lieb   lindern sommerabend   sein so süß wie zart frauenhuld   wenn dein tiefgeheimer zauber labend ich in wunderholde traum lullen   ,"autoren_lyrik_lemma_fontane_13. [O du lieber, linder Sommerabend]",fontane,lyrik
380,380,380,lancaster herrschen   die kampf sein aus   die rot rose haben siegen   die weiß rose   blatt um blatt   auf zwanzig blut'gen feld liegen   eine einz'ger nur   die clarence sohn   deß herzblut nicht zu boden fließen   in+die tower sitzen wo sein vater man ertränken   er wollen ' es so   in malvasier   die junge haben von+die alte her ererben die immer leicht sinn   er rechen mit die leben nicht   und wie es fallen|fällen   so nehmen er es hin   die drehbank kürzen er sein tag   es surren die rad   es klingen sein lied   des morgen sein er arbeitsfroh   die abend sein er arbeitsmüd '   er werfen sich auf sein lager hin   haben fest schlaf und gut traum   dass er eine spross von+die haus york   die es surren die rad   da rasseln es drauß ' und klirren in+die schloss   flurlicht fallen|fällen ein   sehen   die lancasterkönig selbst   herr heinrich tudor   treten herein   er sprechen   » grüßen gott du   vetter york   nehmen dies schwert und dies helm und drunten nehmen mein gut ross   die perkin warbec sein eine schelm   die perkin warbec sein eine schelm   die blöd menge laufen er zu   die machen   er nennen sich die dieb   er stehlen ich mein schlaf   doch ich zerreiß ' er sein list   kommen mit und sprechen zu alle volk und zeigen '   dass du   du selber sein   « sie reiten durch die tower tor   auf platz und straße wogen es rings   die sein er   raunen die menge rechts   die sein er   raunen die menge links   er hören es nicht   die puppenspiel treiben er in+die antlitz grimm und glut   graf edward york   wo bleiben dein erben '   die vater immer leicht sinn   sie reiten still bis ludgate hill   die könig flüstern   » vetter   hier   « die aber schweigen und murmeln erst an+die tower tor   » die denken ' ich du   « und eh ' die nacht an+die tief sinken   sein sein kerker zelle leer   eine strick   aus tuch festgeknüpft   wehen weiß in+die wind|winde hin und her   und eh ' die andere tag schein noch hell in sein zelle fallen|fällen   da treten er schon   helm auf die haupt   in perkin warbecs flatternd zelt   er sprechen   » du nennen du edward york   und edward york so nennen ' ich ich   wer von wir zwei'n die recht|rechts sein   bei+die ew'gen gott   die finden sich   doch   dass du mein name stahlst und mit er würfelst um die thron   heuen dank ' ich es du aus voll brust   ' genüber dies tudor hohn   entgegen er   und siegen wir   so tragen du england krone mit   «   sie ziehen aus und streiten gut   doch heinrich tudor gut streiten   er schlagen zurück die sturm alle   graf edward tun die letzt sturm   und eh ' die nacht an+die tief sinken   sitzen er auf+die neu in+die tower turm   die morgen kommen   da rasseln es drauß ' und klirren in+die schloss   flurlicht fallen|fällen ein   sehen   die lancasterkönigs freund in rot mantel treten herein   doch wollen ich es tun mit fest hand und treffen du auf sie schreiten durch die tower tor   auf platz und straße wogen es rings   die sein er   raunen die menge rechts   die sein er   raunen die menge links   er grüßen nach rechts   er grüßen nach links   er starren nicht lang vor sich hin   graf edward york haben wieder ganz die vater immer leicht sinn   sie schreiten still bis ludgate hill   auf ragen da die blutgerüst   graf edward york   zu+die letzt mal haben er die kruzifix küssen   die lerche steigen himmelan   die glocke klingen dumpf und matt   und rot von blut zu boden fallen die weiß rose letzt blatt   ,autoren_lyrik_lemma_Fontane_Der letzte York,Fontane,lyrik
381,381,381,» nennen ' er   garde   « » die höhe von ,autoren_lyrik_lemma_Fontane_Einzug,Fontane,lyrik
382,382,382,» wurzel   wir wollen nun an die see   heute   als letzt noch   kochen ' ich gelee   friederike bleiben und sorgen für torf     ich denken   wir gehen nach heringsdorf   « » wurzel   mit hermann werden es nun zeit   all hier draußen sein freilich so weit   ' s gymnasium auch   und täglich zweimal     aber mit pferdebahn sein es egal   ich denken ich also   joachimstal   « » wurzel   die winter sein nun bald da   ich grauen schon vor die gesellschaftstrara   aber was helfen es   sie reden schon     also scherzers   kopisch   liliencron und vielleicht die familie levysohn     « » wurzel   du bleiben doch wie du sein   eine igel an du verlieren sein   in die tanzstund '   als bräutigam und nun ehlich immer gleich aufbäumsch und unausstehlich   mögen man sich noch so die kopf zerbrechen   du widersprechen   um zu widersprechen   » ich denken ich   du besinnen du noch   « ,autoren_lyrik_lemma_fontane_Wurzels,fontane,lyrik
383,383,383,auf die drin gefangen sitzen richard coeur de lion   eine harfe von blondel   neu zu beziehn     eine säbel von sultan saladin   eschenbogen und tartsche von robin hood und eine stock bruder tucks aus die nottingham wood   ,autoren_lyrik_lemma_Fontane_Walter Scotts Einzug in Abbotsford,Fontane,lyrik
384,384,384,dass sich die gegensatz stets berühren   sein manchmal auch noch heute zu verspüren   denn dies zeit die culs und die pomade sein auch die goldne zeit die hiobsiaden   ,autoren_lyrik_lemma_fontane_Freilich!,fontane,lyrik
386,386,386,und solche denkend nehmen er hut und mantel und sein stab und schreiten hinaus in+die freie   ,autoren_lyrik_lemma_Fontane_Zeus in Mission,Fontane,lyrik
387,387,387,eine sommertag   wo man zu tief siesta sich verpflichtet halten   wo mücke nur und ungeziefer so recht lebendig in die welt   wo gift'ger pesthauch auf zu+die himmel aus stehend gewässer steigen   in die schlamm sich die gewimmel vielbeinigen gewürmes zeigen   die sein die friede   die wir schlimm als je eine krieg zu werden drohen   die   fallen die würfel   wir noch immer eine offen feld für tat bieten   genüßler hegen jetzt unser jugend   und stockgelehrte allenfalls   doch jede kraft und männertugend brechen dies friede längst die hals     doch werden die sonn ' erst unerträglich und dörren die wald und sengen die flur   da helfen sich   auf gut sommertäglich   mit eine schlag die natur   die donnerwolke blitzen und wettern und nehmen die luft die gift'gen hauch   und werden auch manche baum zerschmettern   in faul sumpf schlagen es auch   die sonn ' in+die weste|westen untergehen und   dunkeln pupurrosen malend   die himmel wie in flamme stehen   wir baden wir in+die hauch die frisch   wie neugeboren sein die all   und in die baum blätternische schlagen lieblich die nachtigall   ,autoren_lyrik_lemma_fontane_Unser Friede,fontane,lyrik
388,388,388,» herluf troll fallen   die tod treten er an   an bord   auf die höhe von pommer   wir haben keine beßren mann   keine tapferern   keine frommern   « und an+die dritt tag   die flagge halbmast   bei nestved   an seelands küste   landen sie die geliebt last   die tag gehen eben zu rüsten   landen ihr admiral   und in eine bahrtuch schlagen   haben sie   rastend eine einzig mal   er bis herlufsholm tragen   eine bote senden sie meldend voraus   und als in die schlosshof sie schreiten   die witwe stehen vor die trauerhaus in ihr frau mitte   an+die eingange stehen sie   grüßen die zug   aufrecht und ungebrochen   und die erste   die die bahrtuch tragen   treten vor und haben sprechen   » was geschehen   wir senden die meldung du   eh ' die weg wir selber gehen   seine seel ' sein frei   sein hüll ' sein hier   du wissen   wer wir du bringen   an die pommerschen küste   vor pudagla golm   um die schwankend sieg wir zu retten   so fallen er   nun   herrin von herlufsholm   sage   wohin wir er betten   betten wir er in die totensaal von thorslund oder olafskirche   betten wir er in gjeddesdal unter die trauerbirke   betten wir er in die kryptkapell'n   in roskilde   leire   ringstede   sagen   herrin   wohin wir er stell'n   eine ruhestätt ' für er haben jede   jede kirche geben er   um was sie bitten   altar   turm   glocke   und jede   wenn sie hören   ›er naht‹   werden in leiden frohlocken   eine jede laden er zu sich ein in ihr pfeiler schatten   « wohl haben er hier keine kirche bauen   die stehen schon hundert jahr   hier aber   als herluf troll braut stand ich mit er vor+die altar   vor dieselb altar   auf selbem stein stehen ' er wieder in alle stille   nichts sollen dabei sprechen sein als   herr   es geschehen dein wille   morgen aber   eh ' noch die tag erstehen   in sein kirche alle   weit über die see   weit über die land soll'n alle glocke erschallen   und zittern himmelan die luft   als ob schlachtendonner rollen   dann in die herlufsholmer gruft ,autoren_lyrik_lemma_fontane_Admiral Herluf Trolles Begräbnis,fontane,lyrik
389,389,389,und ob ihr brechen die herz in die brust   je blass die tote   je rot die lust   feigherzig gewissen   fahren hin   fahren hin   es brennen mein blut   und es schwindeln mein sinn   « ,autoren_lyrik_lemma_Fontane_Wangeline von Burgsdorf,Fontane,lyrik
390,390,390,die mond an+die himmel stehen   und in jubel stehen die havelland   ,autoren_lyrik_lemma_Fontane_4. Siegesbotschaft,Fontane,lyrik
391,391,391,noch niemals haben ich ich ducken   so oft ihr auch gegen ich aufmucken   die machen   ihr sein total entnerven   sie donnern   eh ihr blitz werfen   ,autoren_lyrik_lemma_fontane_An meine Kritiker,fontane,lyrik
392,392,392,die ruhm   eine ding   die unter sogenannt bruder fast so reel wie eine seifenblase   gehen   lassen du dein nase putzen   junge   eine rollmops   die die mitwelt mit ich theilt   werden ich unendlich schmeichelhaft sein   als tausend stilgerecht mausoleum   die enthusiastisch ich die nachwelt bauen   auch sein es lüge   dass die liebe sich mitunter auf eine rosenblatt verirren   auf dies monstrum haben ich jagd machen wie eine professor   die botanik lesen   von+die brocken bis zu+die popokatepetl   doch   was die dichter ich auch vorgefaselt   ich finden sie alle mein lebtag nur in+die kuhdreck   ,autoren_lyrik_lemma_fontane_Der Ruhm,fontane,lyrik
393,393,393,die schritt hemmen er   » ei   frau krüg'rin ei   hübsch stillstehen   nicht so stolz vorbei   was machen die mann   was sein in+die schloss los   die graf   ich wissen   sein letzthin in davos   und willem   wenn nicht avancieren er sein   die sein nun wohl schon lang reservist   « ,autoren_lyrik_lemma_Fontane_Die Geschichte vom kleinen Ei,Fontane,lyrik
394,394,394,an eine sommermorgen da nehmen die wanderstab   es fallen dein sorge|sorgen wie nebel von du ab   ,autoren_lyrik_lemma_Fontane_Guter Rat,Fontane,lyrik
395,395,395,eine stück von mein selbst sein dies buch und roth von mein herzblut jede lied   mit er stellen ich ich kühn in reih und glied   die dichtkunst segen werd in ich zu+die fluch   doch sein es   ich tragen es   nicht sein ich eine poet   wollen ich ich anders geben   als ich sein   auch liegen eine wort   eine alt   ich in+die sinn   oft helfen eine fluch wir mehr als eine gebet   und wahrlich   dies zeit gleichen jen nicht   die wir die alterthum als goldne preis   denn jede lüge lachen eine paradies und jede wahrheit drohen eine hochgericht   schon küssen die welt eine bleich abendroth   die alt griechensonne die homer haben sich ertränken in+die teifundunkle meer   und sein sense schärfen die schwarz tod   keine stern   die farbig durch die wolke brechen   keine traum   die kühlend um die schläfe wehen   keine lied   die wunder thut wie eine gebet   keine herz   die heimlich mit sich selber sprechen   doch tappen sich hüstelnd durch die dunkel nacht eine böse ding und pochen an dein thür und zischen wie eine viper   » kommen herfür   ich sein die herz   womit die sünde lachen   ich wissen   auch du sein nur eine kind die zeit   die mit die welt und mit sich selber grollen   ich aber wate bis an+die knie in gold und hören   wie dein herz nach wollust schreien   kommen mit   in mein lusthaus wohnen die glück   du treten hinein   und singend drehn um du vielhundert weiß dirnenleiber sich und schlank werfen sie mein spiegel du zurück   in dunkel nische küssen es sich so schön   und folgen du   süß junge   ich   dann klingen   wenn einst dein herzschlag müde werden und hinken   dein todesröcheln noch wie lustgestöhn   « so blasen es frech du nachts durch+die schlüsselloch   die regen rinnen   um+die dachwerk heulen die sturm   du aber sein es   als ob eine feist wurm du todtkalt über+die warm herz hin kriechen   und zornig springen du auf und schlagen du licht und prallst zurück   ekeln und enfsetzt   denn vor du stehen   triefäugig und zerfetzen   eine alt weib und grinsen du in+die gesicht   dann schreien du auf   denn dumpf haben du fühlen   wie du eine etwas kalt die kehle pressen   » heben du hinweg von ich   du sein die pest   du sein die pest   die sich in leiche wühlen   « sie aber höhnen   » pardon   herr optimist   die sein die frau von mein schwiegersohn   nein   ich sein mehr   ich sein die corruption   die corruption   die du lebendig fressen   was haben man doch nicht alle schon verdauen   recht   wahrheit   ehre   freiheit und so fort   denn jede könig nennen ich » süß braut «   doch sein du klug   dann geizen nach applaus und gieb es nicht weiter   was ich du entdecken   sonst werden du san façon in+die loch stecken und dein lieb mitwelt lachen du aus   in+die härenen gewand seh ich du stehn   dein wappen sein eine weiß todtenbein   indess die andere sich in+die taumel drehn   zerbrich die fetisch   die du selbst schnitzen   die welt sein eine groß illusion   drum küssen lachend du auf ihr thron   auf die die glück   die goldne metze   sitzen   die bunt traumbild dein phantasie   ich wollen er fleisch und blut und leben leihn   nur stammeln einmal   mutter   ich sein dein   und werfen du betend vor ich auf dein knie   « so wälzen von dein brust sie stein um stein   sie schnitzen sich pfeil und sie wissen   sie treffen   und immer tief tropfen sie du ihr gift durch+die offne ohr in+die offne herz hinein   du aber stehen und brütest vor du hin und fühlen   wie du die blut zu eis gefrieren   und ehe noch die hahn krähen   triumphirt die dreimal zischelnd versucherin   vergessen haben du nun die alt schwur   die dein jugend einst zu+die himmel that   durch dein ader wühlen die selbstverrath und du in+die herz thronen die unnatur   todt sein es   todt   dein bauch sein dein idol und dein gewissen wie dein goldgeld rund   du liegen in+die staub und wedelst wie eine hund und lüge   lüge lachen dein weltsymbol   du streichst dein kinn und zupfst an dein bart und sehen in+die spiegel lächelnd dein gesicht und räusperst du und merken es selber nicht   dass jede zoll an du zu+die schurke werd   du sein eine schuft   die nicht sein handwerk reuen   eine schuft   die es » gut « meinen mit die » böse « welt   eine schuft   die sich für furchtbar ehrlich halten   und so wie du   sein es million heuen     sie leben ja alle   alle nur von+die schein und heulen und winseln   recht haben nur die macht   und ihr sollen dies buch eine anker sein   eine hoffnungsanker   die die sturm verlachen     ich thor   dass ich   gerührt von+die schrei die noth   mein warm herzblut in mein lied verspritzen   dass ich nicht donnern   dass ich blitzen   dass ich ihr kampf bieten   kampf bis in die tod   nun werden dies buch   verlästern und verkennen   von herz zu herz um liebe betteln gehen   vor viele thüren werden es trauernd stehn   nur hie und da drücken es eine freundeshand   und doch   was fasl ' ich da   sie haben ja recht   es sein zu wenige à la mode kost   es sein keine nachgemacht talmimost   und sein thränen sein mitunter echt   ich wissen   dass heuen begeistrung schnell verdampfen   vielleicht sein es schon mit dies ding vorbei   sein es doch keine alt mythologenbrei   scenifizirt und in musik stampfen   ,autoren_lyrik_lemma_fontane_Zum Ausgang,fontane,lyrik
396,396,396,o du   die übersetzergilde meister   die schon so jung don juan nachsingen   reifen mit shakespeare hoch kraft ringen und kühn besiegen ariostos wild geist   zuletzt   durch dein gelingen dreist und dreist   in dante höllenschlund hinabgedrungen und dann läutern du emporschwingen zu+die paradies   gruß du   freund gildemeister   zu selbstlos bargst du stets die eigen wert   da doch an goldner weisheit   witz und wissen so reich lebensfrucht du werd bescheren   nun   da die herbst erscheinen   laß wir nicht missen die segen dein werk   und hundertfarben zu+die erntefest sammeln dein garbe   ,autoren_lyrik_lemma_fontane_An Theodor Fontane [1],fontane,lyrik
397,397,397,joachim hans von zieten   husarengeneral   die feind die stirn bieten   er tun es wohl hundert mal   sie haben es all ' erfahren   wie er die pelz waschen   mit sein leibhusaren die ,autoren_lyrik_lemma_Fontane_Der alte Zieten,Fontane,lyrik
398,398,398,es passen wir nicht die alt leier in unser jung liebesrausch   wir denken und wir fühlen frei und wollen es auch bei+die ringetausch   die treue pfand   zu dies stunde empfang es in perlend goldnem wein und laß die ring auf becher grund du sinnbild mein leben sein   laß übersprudeln ich und freuen die kraft du   die da schäumen und gären   denn innen   wie dies bild die treue   leben mein liebe unversehrt   ,autoren_lyrik_lemma_Fontane_Verlobung,Fontane,lyrik
399,399,399,viel tausend bursche brechen ' er mit   die halb hochland schier   die folgen gern die echt herr   die jung kavalier   o charlie sein mein liebling   mein liebling   mein liebling   o charlie sein mein liebling   die jung kavalier   ,autoren_lyrik_lemma_Fontane_5.,Fontane,lyrik
400,400,400,so hören man nicht auf   sich anklagen   bei jede dummheit   bei jede verlieren heißen es   » die sollen du nicht wieder passieren   « irrtum   heuen treffen es bloß kunzen und hinzen   morgen treffen es schon ganz provinz   an+die dritt tag ganz konfession   oder die » rasse   die zwischen wir wohnen «   immer kriegen man eine schreck   aber es bleiben auf die alt fleck   ,autoren_lyrik_lemma_fontane_Aber es bleibt auf dem alten Fleck,fontane,lyrik
401,401,401,da   wo die strom die schott|schotte   die tay von+die felsen springen   wo es noch in schlucht und grotte von bruce und wallace klingen   an+die tay   wo blut'ge sieg jedwede fleck weihen   dort stehen auch dein wiege   es singen die hochlandsamme mit schlacht|schlachten du in ruhen '   aus ihr clan und stamm preis sie die held dazu   drum   ehe die bart an+die kinn du sproßte noch hervor   standst du   voll mannessinne   schon mit bei sherifmoor   du standest bei die schwache   die stuarts müssen fliehn   es tragen auch du eine nachen gen frankreich küste hin   eine kunst  und wanderleben heben an   von land zu land   die degen in die hand   du spielen alle rolle   die höfling selbst   mit glück   doch schöpfen aus die voll lassen du die ritterstück   die sein dein fach   die kühn   die mut bis in die tod   und manche schlecht bühne halfst du aus arg not     es geben nur eine truppe damals von gut ruf   die sein die glänzend gruppe   es suchen sein theater talent weit und breit   und siehe   gewinnen tun er auch du auf lebenszeit   nur immer musterdramen geben es da   mal hier   mal dort   vor lauter handlung kommen die spieler kaum zu wort   abwechselnd zu fuß und zu roß geben es lust  und trauerspiel   bei roßbach   jen posse vor alle wohlgefiel   da kommen   voll tod und wetter   von hochkirch jen nacht   du müssen auf die brett   die geben keine sichres spiel|spielen   nur wirrwarr und geschrei   und wenn stichwort fallen   sein es vollends erst vorbei   die vorhang sollen fallen   du aber   rings bedrohen   rufen   » beste stück von alle bleiben ehrenvoll tod   « und so   in+die kugelregen   tratst du von+die schauplatz ab   laß auf dein grab ich legen dies lied zu+die feldherrnstab   ,autoren_lyrik_lemma_fontane_Keith,fontane,lyrik
402,402,402,die deutsch mus|muse   hören es   ihr patriot     werfen ihr flinte lachend längst in+die korn   mit heinrich heine reißen sie frech zote und rülpsen nun vers à la klappenhorn   ,autoren_lyrik_lemma_fontane_Traurig aber wahr,fontane,lyrik
